#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
S2017t2_E11-T2b-Female	E-E11-T2-F	y2017	seqrunA	E	E11	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E11-T2	y2017E11	848	9/27/17	E11T2	173	1	E11_T2_y2017_seqrunA	E11_T2_y2017_seqrunA_F
S2017t2_E11-T2b-Male	E-E11-T2-M	y2017	seqrunA	E	E11	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E11-T2	y2017E11	849	9/27/17	E11T2	174	1	E11_T2_y2017_seqrunA	E11_T2_y2017_seqrunA_M
S2017t2_E13-T2a-Female	E-E13-T2-F	y2017	seqrunA	E	E13	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E13-T2	y2017E13	850	9/27/17	E13T2	175	1	E13_T2_y2017_seqrunA	E13_T2_y2017_seqrunA_F
S2017t2_E13-T2a-Male	E-E13-T2-M	y2017	seqrunA	E	E13	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E13-T2	y2017E13	851	9/27/17	E13T2	176	1	E13_T2_y2017_seqrunA	E13_T2_y2017_seqrunA_M
S2017t2_E13-T2b-Female	E-E13-T2-F	y2017	seqrunA	E	E13	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E13-T2	y2017E13	852	9/27/17	E13T2	177	1	E13_T2_y2017_seqrunA	E13_T2_y2017_seqrunA_F
S2017t2_E13-T2b-Male	E-E13-T2-M	y2017	seqrunA	E	E13	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E13-T2	y2017E13	853	9/27/17	E13T2	178	1	E13_T2_y2017_seqrunA	E13_T2_y2017_seqrunA_M
S2017t2_E14-T2a-Female	E-E14-T2-F	y2017	seqrunA	E	E14	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E14-T2	y2017E14	854	9/27/17	E14T2	179	1	E14_T2_y2017_seqrunA	E14_T2_y2017_seqrunA_F
S2017t2_E14-T2a-Male	E-E14-T2-M	y2017	seqrunA	E	E14	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E14-T2	y2017E14	855	9/27/17	E14T2	180	1	E14_T2_y2017_seqrunA	E14_T2_y2017_seqrunA_M
S2017t2_E14-T2b-Female	E-E14-T2-F	y2017	seqrunA	E	E14	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E14-T2	y2017E14	856	9/27/17	E14T2	181	1	E14_T2_y2017_seqrunA	E14_T2_y2017_seqrunA_F
S2017t2_E14-T2b-Male	E-E14-T2-M	y2017	seqrunA	E	E14	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E14-T2	y2017E14	857	9/27/17	E14T2	182	1	E14_T2_y2017_seqrunA	E14_T2_y2017_seqrunA_M
S2017t2_E16-T2a-Female	E-E16-T2-F	y2017	seqrunA	E	E16	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E16-T2	y2017E16	858	9/27/17	E16T2	183	1	E16_T2_y2017_seqrunA	E16_T2_y2017_seqrunA_F
S2017t2_E16-T2a-Male	E-E16-T2-M	y2017	seqrunA	E	E16	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E16-T2	y2017E16	859	9/27/17	E16T2	184	1	E16_T2_y2017_seqrunA	E16_T2_y2017_seqrunA_M
S2017t2_E16-T2b-Female	E-E16-T2-F	y2017	seqrunA	E	E16	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E16-T2	y2017E16	860	9/27/17	E16T2	185	1	E16_T2_y2017_seqrunA	E16_T2_y2017_seqrunA_F
S2017t2_E16-T2b-Male	E-E16-T2-M	y2017	seqrunA	E	E16	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E16-T2	y2017E16	861	9/27/17	E16T2	186	1	E16_T2_y2017_seqrunA	E16_T2_y2017_seqrunA_M
S2017t2_E17-T2a-Female	E-E17-T2-F	y2017	seqrunA	E	E17	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E17-T2	y2017E17	862	9/27/17	E17T2	187	1	E17_T2_y2017_seqrunA	E17_T2_y2017_seqrunA_F
S2017t2_E17-T2a-Male	E-E17-T2-M	y2017	seqrunA	E	E17	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E17-T2	y2017E17	863	9/27/17	E17T2	188	1	E17_T2_y2017_seqrunA	E17_T2_y2017_seqrunA_M
S2017t2_E17-T2b-Female	E-E17-T2-F	y2017	seqrunA	E	E17	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E17-T2	y2017E17	864	9/27/17	E17T2	189	1	E17_T2_y2017_seqrunA	E17_T2_y2017_seqrunA_F
S2017t2_E17-T2b-Male	E-E17-T2-M	y2017	seqrunA	E	E17	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E17-T2	y2017E17	865	9/27/17	E17T2	190	1	E17_T2_y2017_seqrunA	E17_T2_y2017_seqrunA_M
S2017t2_E19-T2a-Female	E-E19-T2-F	y2017	seqrunA	E	E19	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E19-T2	y2017E19	866	9/27/17	E19T2	191	1	E19_T2_y2017_seqrunA	E19_T2_y2017_seqrunA_F
S2017t2_E19-T2a-Male	E-E19-T2-M	y2017	seqrunA	E	E19	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E19-T2	y2017E19	867	9/27/17	E19T2	192	1	E19_T2_y2017_seqrunA	E19_T2_y2017_seqrunA_M
S2017t2_E19-T2b-Female	E-E19-T2-F	y2017	seqrunA	E	E19	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E19-T2	y2017E19	868	9/27/17	E19T2	193	1	E19_T2_y2017_seqrunA	E19_T2_y2017_seqrunA_F
S2017t2_E19-T2b-Male	E-E19-T2-M	y2017	seqrunA	E	E19	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E19-T2	y2017E19	869	9/27/17	E19T2	194	1	E19_T2_y2017_seqrunA	E19_T2_y2017_seqrunA_M
S2017t2_E23-T2a-Female	E-E23-T2-F	y2017	seqrunA	E	E23	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E23-T2	y2017E23	870	9/27/17	E23T2	195	1	E23_T2_y2017_seqrunA	E23_T2_y2017_seqrunA_F
S2017t2_E23-T2a-Male	E-E23-T2-M	y2017	seqrunA	E	E23	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E23-T2	y2017E23	871	9/27/17	E23T2	196	1	E23_T2_y2017_seqrunA	E23_T2_y2017_seqrunA_M
S2017t2_E23-T2b-Female	E-E23-T2-F	y2017	seqrunA	E	E23	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E23-T2	y2017E23	872	9/27/17	E23T2	197	1	E23_T2_y2017_seqrunA	E23_T2_y2017_seqrunA_F
S2017t2_E23-T2b-Male	E-E23-T2-M	y2017	seqrunA	E	E23	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E23-T2	y2017E23	873	9/27/17	E23T2	198	1	E23_T2_y2017_seqrunA	E23_T2_y2017_seqrunA_M
S2017t2_E30-T2a-Female	E-E30-T2-F	y2017	seqrunA	E	E30	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E30-T2	y2017E30	874	9/27/17	E30T2	199	1	E30_T2_y2017_seqrunA	E30_T2_y2017_seqrunA_F
S2017t2_E30-T2a-Male	E-E30-T2-M	y2017	seqrunA	E	E30	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E30-T2	y2017E30	875	9/27/17	E30T2	200	1	E30_T2_y2017_seqrunA	E30_T2_y2017_seqrunA_M
S2017t2_E30-T2b-Female	E-E30-T2-F	y2017	seqrunA	E	E30	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_F	y2017T2F	E	dietpan	B	E30-T2	y2017E30	876	9/27/17	E30T2	201	1	E30_T2_y2017_seqrunA	E30_T2_y2017_seqrunA_F
S2017t2_E30-T2b-Male	E-E30-T2-M	y2017	seqrunA	E	E30	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	E_T2	ET2	E	y2017T2	T2_M	y2017T2M	E	dietpan	B	E30-T2	y2017E30	877	9/27/17	E30T2	202	1	E30_T2_y2017_seqrunA	E30_T2_y2017_seqrunA_M
S2017t2_ED12-T2a-Female	ED-ED12-T2-F	y2017	seqrunA	ED	ED12	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED12-T2	y2017ED12	878	9/27/17	ED12T2	203	1	ED12_T2_y2017_seqrunA	ED12_T2_y2017_seqrunA_F
S2017t2_ED12-T2a-Male	ED-ED12-T2-M	y2017	seqrunA	ED	ED12	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED12-T2	y2017ED12	879	9/27/17	ED12T2	204	1	ED12_T2_y2017_seqrunA	ED12_T2_y2017_seqrunA_M
S2017t2_ED12-T2b-Female	ED-ED12-T2-F	y2017	seqrunA	ED	ED12	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED12-T2	y2017ED12	880	9/27/17	ED12T2	205	1	ED12_T2_y2017_seqrunA	ED12_T2_y2017_seqrunA_F
S2017t2_ED12-T2b-Male	ED-ED12-T2-M	y2017	seqrunA	ED	ED12	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED12-T2	y2017ED12	881	9/27/17	ED12T2	206	1	ED12_T2_y2017_seqrunA	ED12_T2_y2017_seqrunA_M
S2017t2_ED18-T2a-Female	ED-ED18-T2-F	y2017	seqrunA	ED	ED18	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED18-T2	y2017ED18	882	9/27/17	ED18T2	207	1	ED18_T2_y2017_seqrunA	ED18_T2_y2017_seqrunA_F
S2017t2_ED18-T2a-Male	ED-ED18-T2-M	y2017	seqrunA	ED	ED18	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED18-T2	y2017ED18	883	9/27/17	ED18T2	208	1	ED18_T2_y2017_seqrunA	ED18_T2_y2017_seqrunA_M
S2017t2_ED18-T2b-Female	ED-ED18-T2-F	y2017	seqrunA	ED	ED18	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED18-T2	y2017ED18	884	9/27/17	ED18T2	209	1	ED18_T2_y2017_seqrunA	ED18_T2_y2017_seqrunA_F
S2017t2_ED18-T2b-Male	ED-ED18-T2-M	y2017	seqrunA	ED	ED18	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED18-T2	y2017ED18	885	9/27/17	ED18T2	210	1	ED18_T2_y2017_seqrunA	ED18_T2_y2017_seqrunA_M
S2017t2_ED22-T2a-Female	ED-ED22-T2-F	y2017	seqrunA	ED	ED22	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED22-T2	y2017ED22	886	9/27/17	ED22T2	211	1	ED22_T2_y2017_seqrunA	ED22_T2_y2017_seqrunA_F
S2017t2_ED22-T2a-Male	ED-ED22-T2-M	y2017	seqrunA	ED	ED22	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED22-T2	y2017ED22	887	9/27/17	ED22T2	212	1	ED22_T2_y2017_seqrunA	ED22_T2_y2017_seqrunA_M
S2017t2_ED22-T2b-Female	ED-ED22-T2-F	y2017	seqrunA	ED	ED22	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED22-T2	y2017ED22	888	9/27/17	ED22T2	213	1	ED22_T2_y2017_seqrunA	ED22_T2_y2017_seqrunA_F
S2017t2_ED22-T2b-Male	ED-ED22-T2-M	y2017	seqrunA	ED	ED22	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED22-T2	y2017ED22	889	9/27/17	ED22T2	214	1	ED22_T2_y2017_seqrunA	ED22_T2_y2017_seqrunA_M
S2017t2_ED24-T2a-Female	ED-ED24-T2-F	y2017	seqrunA	ED	ED24	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED24-T2	y2017ED24	890	9/27/17	ED24T2	215	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_F
S2017t2_ED24-T2a-Male_C7C5_7g	ED-ED24-T2-M	y2017	seqrunA	ED	ED24	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED24-T2	y2017ED24	891	9/27/17	ED24T2	216	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_M
S2017t2_ED24-T2a-Male_C7C5_8a	ED-ED24-T2-M	y2017	seqrunA	ED	ED24	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED24-T2	y2017ED24	892	9/27/17	ED24T2	217	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_M
S2017t2_ED24-T2b-Female	ED-ED24-T2-F	y2017	seqrunA	ED	ED24	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED24-T2	y2017ED24	893	9/27/17	ED24T2	218	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_F
S2017t2_ED24-T2b-Male	ED-ED24-T2-M	y2017	seqrunA	ED	ED24	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED24-T2	y2017ED24	894	9/27/17	ED24T2	219	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_M
S2017t2_ED24-T2b-Male_C7D5_7e	ED-ED24-T2-M	y2017	seqrunA	ED	ED24	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED24-T2	y2017ED24	895	9/27/17	ED24T2	220	1	ED24_T2_y2017_seqrunA	ED24_T2_y2017_seqrunA_M
S2017t2_ED26-T2a-Female	ED-ED26-T2-F	y2017	seqrunA	ED	ED26	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED26-T2	y2017ED26	896	9/27/17	ED26T2	221	1	ED26_T2_y2017_seqrunA	ED26_T2_y2017_seqrunA_F
S2017t2_ED26-T2b-Female	ED-ED26-T2-F	y2017	seqrunA	ED	ED26	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED26-T2	y2017ED26	897	9/27/17	ED26T2	222	1	ED26_T2_y2017_seqrunA	ED26_T2_y2017_seqrunA_F
S2017t2_ED27-T2a-Female	ED-ED27-T2-F	y2017	seqrunA	ED	ED27	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED27-T2	y2017ED27	898	9/27/17	ED27T2	223	1	ED27_T2_y2017_seqrunA	ED27_T2_y2017_seqrunA_F
S2017t2_ED27-T2a-Male	ED-ED27-T2-M	y2017	seqrunA	ED	ED27	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED27-T2	y2017ED27	899	9/27/17	ED27T2	224	1	ED27_T2_y2017_seqrunA	ED27_T2_y2017_seqrunA_M
S2017t2_ED27-T2b-Female	ED-ED27-T2-F	y2017	seqrunA	ED	ED27	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED27-T2	y2017ED27	900	9/27/17	ED27T2	225	1	ED27_T2_y2017_seqrunA	ED27_T2_y2017_seqrunA_F
S2017t2_ED27-T2b-Male	ED-ED27-T2-M	y2017	seqrunA	ED	ED27	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED27-T2	y2017ED27	901	9/27/17	ED27T2	226	1	ED27_T2_y2017_seqrunA	ED27_T2_y2017_seqrunA_M
S2017t2_ED29-T2a-Female	ED-ED29-T2-F	y2017	seqrunA	ED	ED29	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED29-T2	y2017ED29	902	9/27/17	ED29T2	227	1	ED29_T2_y2017_seqrunA	ED29_T2_y2017_seqrunA_F
S2017t2_ED29-T2a-Male	ED-ED29-T2-M	y2017	seqrunA	ED	ED29	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED29-T2	y2017ED29	903	9/27/17	ED29T2	228	1	ED29_T2_y2017_seqrunA	ED29_T2_y2017_seqrunA_M
S2017t2_ED29-T2b-Female	ED-ED29-T2-F	y2017	seqrunA	ED	ED29	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED29-T2	y2017ED29	904	9/27/17	ED29T2	229	1	ED29_T2_y2017_seqrunA	ED29_T2_y2017_seqrunA_F
S2017t2_ED29-T2b-Male	ED-ED29-T2-M	y2017	seqrunA	ED	ED29	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED29-T2	y2017ED29	905	9/27/17	ED29T2	230	1	ED29_T2_y2017_seqrunA	ED29_T2_y2017_seqrunA_M
S2017t2_ED32-T2a-Female	ED-ED32-T2-F	y2017	seqrunA	ED	ED32	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED32-T2	y2017ED32	906	9/27/17	ED32T2	231	1	ED32_T2_y2017_seqrunA	ED32_T2_y2017_seqrunA_F
S2017t2_ED32-T2a-Male	ED-ED32-T2-M	y2017	seqrunA	ED	ED32	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED32-T2	y2017ED32	907	9/27/17	ED32T2	232	1	ED32_T2_y2017_seqrunA	ED32_T2_y2017_seqrunA_M
S2017t2_ED32-T2b-Female	ED-ED32-T2-F	y2017	seqrunA	ED	ED32	T2	3	F	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_F	y2017T2F	ED	dietpan	B	ED32-T2	y2017ED32	908	9/27/17	ED32T2	233	1	ED32_T2_y2017_seqrunA	ED32_T2_y2017_seqrunA_F
S2017t2_ED32-T2b-Male	ED-ED32-T2-M	y2017	seqrunA	ED	ED32	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	ED_T2	EDT2	na	y2017T2	T2_M	y2017T2M	ED	dietpan	B	ED32-T2	y2017ED32	909	9/27/17	ED32T2	234	1	ED32_T2_y2017_seqrunA	ED32_T2_y2017_seqrunA_M
S2017t3_B1-T3a-Female	B-B1-T3-F	y2017	seqrunA	B	B1	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B1-T3	y2017B1	915	10/24/17	B1T3	235	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_F
S2017t3_B1-T3a-Male	B-B1-T3-M	y2017	seqrunA	B	B1	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B1-T3	y2017B1	916	10/24/17	B1T3	236	1	B1_T3_y2017_seqrunA	B1_T3_y2017_seqrunA_M
S2017t3_B2-T3d-Female	B-B2-T3-F	y2017	seqrunA	B	B2	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B2-T3	y2017B2	917	10/24/17	B2T3	237	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_F
S2017t3_B2-T3d-Male	B-B2-T3-M	y2017	seqrunA	B	B2	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B2-T3	y2017B2	918	10/24/17	B2T3	238	1	B2_T3_y2017_seqrunA	B2_T3_y2017_seqrunA_M
S2017t3_B3-T3a-Female	B-B3-T3-F	y2017	seqrunA	B	B3	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B3-T3	y2017B3	919	10/24/17	B3T3	239	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_F
S2017t3_B3-T3a-Male	B-B3-T3-M	y2017	seqrunA	B	B3	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B3-T3	y2017B3	920	10/24/17	B3T3	240	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_M
S2017t3_B3-T3b-Male	B-B3-T3-M	y2017	seqrunA	B	B3	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B3-T3	y2017B3	921	10/24/17	B3T3	241	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_M
S2017t3_B3-T3c-Male	B-B3-T3-M	y2017	seqrunA	B	B3	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B3-T3	y2017B3	922	10/24/17	B3T3	242	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_M
S2017t3_B3-T3d-Male	B-B3-T3-M	y2017	seqrunA	B	B3	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B3-T3	y2017B3	923	10/24/17	B3T3	243	1	B3_T3_y2017_seqrunA	B3_T3_y2017_seqrunA_M
S2017t3_B4-T3a-Male	B-B4-T3-M	y2017	seqrunA	B	B4	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B4-T3	y2017B4	924	10/24/17	B4T3	244	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_M
S2017t3_B4-T3b-Male	B-B4-T3-M	y2017	seqrunA	B	B4	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B4-T3	y2017B4	925	10/24/17	B4T3	245	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_M
S2017t3_B4-T3c-Male	B-B4-T3-M	y2017	seqrunA	B	B4	T3	4	M	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_M	y2017T3M	B	dietpan	B	B4-T3	y2017B4	926	10/24/17	B4T3	246	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_M
S2017t3_B4-T3d-Female	B-B4-T3-F	y2017	seqrunA	B	B4	T3	4	F	10/24/17	plate7	SC7SD5	sample	labfood	3	T3	B_T3	BT3	na	y2017T3	T3_F	y2017T3F	B	dietpan	B	B4-T3	y2017B4	927	10/24/17	B4T3	247	1	B4_T3_y2017_seqrunA	B4_T3_y2017_seqrunA_F
