#SampleID	code	year	seqrun	treatment	cage	time	time_number	sex	extra	exp3	exp4	control	diet	time_num	all2016_time	treatment_time	treatmenttime	genotype	year_time	time_sex	yeartimesex	genotype2	diet_method	genotype_method	sampID	yearcage	sortorder	extradate	cagetime	sort2	quantreading	cagetimeyearseqrun	cagetimeyearseqrunsex
S2017t1_B4-T1d-Male	B-B4-T1-M	y2017	seqrunA	B	B4	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	B_T1	BT1	na	y2017T1	T1_M	y2017T1M	B	dietpan	B	B4-T1	y2017B4	727	8/3/17	B4T1	79	1	B4_T1_y2017_seqrunA	B4_T1_y2017_seqrunA_M
S2017t1_E11-T1a-Female	E-E11-T1-F	y2017	seqrunA	E	E11	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E11-T1	y2017E11	733	8/3/17	E11T1	80	1	E11_T1_y2017_seqrunA	E11_T1_y2017_seqrunA_F
S2017t1_E11-T1a-Male	E-E11-T1-M	y2017	seqrunA	E	E11	T1	2	M	8/3/17	plate5	SB7SC5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E11-T1	y2017E11	734	8/3/17	E11T1	81	1	E11_T1_y2017_seqrunA	E11_T1_y2017_seqrunA_M
S2017t1_E11-T1b-Female	E-E11-T1-F	y2017	seqrunA	E	E11	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E11-T1	y2017E11	735	8/3/17	E11T1	82	1	E11_T1_y2017_seqrunA	E11_T1_y2017_seqrunA_F
S2017t1_E11-T1b-Male	E-E11-T1-M	y2017	seqrunA	E	E11	T1	2	M	8/3/17	plate5	SB7SC5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E11-T1	y2017E11	736	8/3/17	E11T1	83	1	E11_T1_y2017_seqrunA	E11_T1_y2017_seqrunA_M
S2017t1_E13-T1a-Female	E-E13-T1-F	y2017	seqrunA	E	E13	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E13-T1	y2017E13	737	8/3/17	E13T1	84	1	E13_T1_y2017_seqrunA	E13_T1_y2017_seqrunA_F
S2017t1_E13-T1a-Male	E-E13-T1-M	y2017	seqrunA	E	E13	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E13-T1	y2017E13	738	8/3/17	E13T1	85	1	E13_T1_y2017_seqrunA	E13_T1_y2017_seqrunA_M
S2017t1_E13-T1b-Female	E-E13-T1-F	y2017	seqrunA	E	E13	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E13-T1	y2017E13	739	8/3/17	E13T1	86	1	E13_T1_y2017_seqrunA	E13_T1_y2017_seqrunA_F
S2017t1_E13-T1b-Male	E-E13-T1-M	y2017	seqrunA	E	E13	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E13-T1	y2017E13	740	8/3/17	E13T1	87	1	E13_T1_y2017_seqrunA	E13_T1_y2017_seqrunA_M
S2017t1_E14-T1a-Female	E-E14-T1-F	y2017	seqrunA	E	E14	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E14-T1	y2017E14	741	8/3/17	E14T1	88	1	E14_T1_y2017_seqrunA	E14_T1_y2017_seqrunA_F
S2017t1_E14-T1a-Male	E-E14-T1-M	y2017	seqrunA	E	E14	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E14-T1	y2017E14	742	8/3/17	E14T1	89	1	E14_T1_y2017_seqrunA	E14_T1_y2017_seqrunA_M
S2017t1_E14-T1b-Female	E-E14-T1-F	y2017	seqrunA	E	E14	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E14-T1	y2017E14	743	8/3/17	E14T1	90	1	E14_T1_y2017_seqrunA	E14_T1_y2017_seqrunA_F
S2017t1_E14-T1b-Male	E-E14-T1-M	y2017	seqrunA	E	E14	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E14-T1	y2017E14	744	8/3/17	E14T1	91	1	E14_T1_y2017_seqrunA	E14_T1_y2017_seqrunA_M
S2017t1_E16-T1a-Female	E-E16-T1-F	y2017	seqrunA	E	E16	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E16-T1	y2017E16	745	8/3/17	E16T1	92	1	E16_T1_y2017_seqrunA	E16_T1_y2017_seqrunA_F
S2017t1_E16-T1a-Male	E-E16-T1-M	y2017	seqrunA	E	E16	T1	2	M	8/3/17	plate5	SB7SC5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E16-T1	y2017E16	746	8/3/17	E16T1	93	1	E16_T1_y2017_seqrunA	E16_T1_y2017_seqrunA_M
S2017t1_E16-T1b-Female	E-E16-T1-F	y2017	seqrunA	E	E16	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E16-T1	y2017E16	747	8/3/17	E16T1	94	1	E16_T1_y2017_seqrunA	E16_T1_y2017_seqrunA_F
S2017t1_E16-T1b-Male	E-E16-T1-M	y2017	seqrunA	E	E16	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E16-T1	y2017E16	748	8/3/17	E16T1	95	1	E16_T1_y2017_seqrunA	E16_T1_y2017_seqrunA_M
S2017t1_E17-T1a-Female	E-E17-T1-F	y2017	seqrunA	E	E17	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E17-T1	y2017E17	749	8/3/17	E17T1	96	1	E17_T1_y2017_seqrunA	E17_T1_y2017_seqrunA_F
S2017t1_E17-T1a-Male	E-E17-T1-M	y2017	seqrunA	E	E17	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E17-T1	y2017E17	750	8/3/17	E17T1	97	1	E17_T1_y2017_seqrunA	E17_T1_y2017_seqrunA_M
S2017t1_E17-T1b-Female	E-E17-T1-F	y2017	seqrunA	E	E17	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E17-T1	y2017E17	751	8/3/17	E17T1	98	1	E17_T1_y2017_seqrunA	E17_T1_y2017_seqrunA_F
S2017t1_E17-T1b-Male	E-E17-T1-M	y2017	seqrunA	E	E17	T1	2	M	8/3/17	plate5	SB7SC5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E17-T1	y2017E17	752	8/3/17	E17T1	99	1	E17_T1_y2017_seqrunA	E17_T1_y2017_seqrunA_M
S2017t1_E19-T1a-Female	E-E19-T1-F	y2017	seqrunA	E	E19	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E19-T1	y2017E19	753	8/3/17	E19T1	100	1	E19_T1_y2017_seqrunA	E19_T1_y2017_seqrunA_F
S2017t1_E19-T1a-Male	E-E19-T1-M	y2017	seqrunA	E	E19	T1	2	M	8/3/17	plate5	SB7SC5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E19-T1	y2017E19	754	8/3/17	E19T1	101	1	E19_T1_y2017_seqrunA	E19_T1_y2017_seqrunA_M
S2017t1_E19-T1b-Female	E-E19-T1-F	y2017	seqrunA	E	E19	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E19-T1	y2017E19	755	8/3/17	E19T1	102	1	E19_T1_y2017_seqrunA	E19_T1_y2017_seqrunA_F
S2017t1_E19-T1b-Male	E-E19-T1-M	y2017	seqrunA	E	E19	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E19-T1	y2017E19	756	8/3/17	E19T1	103	1	E19_T1_y2017_seqrunA	E19_T1_y2017_seqrunA_M
S2017t1_E23-T1a-Female	E-E23-T1-F	y2017	seqrunA	E	E23	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E23-T1	y2017E23	757	8/3/17	E23T1	104	1	E23_T1_y2017_seqrunA	E23_T1_y2017_seqrunA_F
S2017t1_E23-T1a-Male	E-E23-T1-M	y2017	seqrunA	E	E23	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E23-T1	y2017E23	758	8/3/17	E23T1	105	1	E23_T1_y2017_seqrunA	E23_T1_y2017_seqrunA_M
S2017t1_E23-T1b-Female	E-E23-T1-F	y2017	seqrunA	E	E23	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E23-T1	y2017E23	759	8/3/17	E23T1	106	1	E23_T1_y2017_seqrunA	E23_T1_y2017_seqrunA_F
S2017t1_E23-T1b-Male	E-E23-T1-M	y2017	seqrunA	E	E23	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E23-T1	y2017E23	760	8/3/17	E23T1	107	1	E23_T1_y2017_seqrunA	E23_T1_y2017_seqrunA_M
S2017t1_E30-T1a-Female	E-E30-T1-F	y2017	seqrunA	E	E30	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E30-T1	y2017E30	761	8/3/17	E30T1	108	1	E30_T1_y2017_seqrunA	E30_T1_y2017_seqrunA_F
S2017t1_E30-T1a-Male	E-E30-T1-M	y2017	seqrunA	E	E30	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E30-T1	y2017E30	762	8/3/17	E30T1	109	1	E30_T1_y2017_seqrunA	E30_T1_y2017_seqrunA_M
S2017t1_E30-T1b-Female	E-E30-T1-F	y2017	seqrunA	E	E30	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_F	y2017T1F	E	dietpan	B	E30-T1	y2017E30	763	8/3/17	E30T1	110	1	E30_T1_y2017_seqrunA	E30_T1_y2017_seqrunA_F
S2017t1_E30-T1b-Male	E-E30-T1-M	y2017	seqrunA	E	E30	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	E_T1	ET1	E	y2017T1	T1_M	y2017T1M	E	dietpan	B	E30-T1	y2017E30	764	8/3/17	E30T1	111	1	E30_T1_y2017_seqrunA	E30_T1_y2017_seqrunA_M
S2017t1_ED12-T1a-Female	ED-ED12-T1-F	y2017	seqrunA	ED	ED12	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED12-T1	y2017ED12	765	8/3/17	ED12T1	112	1	ED12_T1_y2017_seqrunA	ED12_T1_y2017_seqrunA_F
S2017t1_ED12-T1a-Male	ED-ED12-T1-M	y2017	seqrunA	ED	ED12	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED12-T1	y2017ED12	766	8/3/17	ED12T1	113	1	ED12_T1_y2017_seqrunA	ED12_T1_y2017_seqrunA_M
S2017t1_ED12-T1b-Female	ED-ED12-T1-F	y2017	seqrunA	ED	ED12	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED12-T1	y2017ED12	767	8/3/17	ED12T1	114	1	ED12_T1_y2017_seqrunA	ED12_T1_y2017_seqrunA_F
S2017t1_ED12-T1b-Male	ED-ED12-T1-M	y2017	seqrunA	ED	ED12	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED12-T1	y2017ED12	768	8/3/17	ED12T1	115	1	ED12_T1_y2017_seqrunA	ED12_T1_y2017_seqrunA_M
S2017t1_ED18-T1a-Female	ED-ED18-T1-F	y2017	seqrunA	ED	ED18	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED18-T1	y2017ED18	769	8/3/17	ED18T1	116	1	ED18_T1_y2017_seqrunA	ED18_T1_y2017_seqrunA_F
S2017t1_ED18-T1a-Male	ED-ED18-T1-M	y2017	seqrunA	ED	ED18	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED18-T1	y2017ED18	770	8/3/17	ED18T1	117	1	ED18_T1_y2017_seqrunA	ED18_T1_y2017_seqrunA_M
S2017t1_ED18-T1b-Female	ED-ED18-T1-F	y2017	seqrunA	ED	ED18	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED18-T1	y2017ED18	771	8/3/17	ED18T1	118	1	ED18_T1_y2017_seqrunA	ED18_T1_y2017_seqrunA_F
S2017t1_ED18-T1b-Male	ED-ED18-T1-M	y2017	seqrunA	ED	ED18	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED18-T1	y2017ED18	772	8/3/17	ED18T1	119	1	ED18_T1_y2017_seqrunA	ED18_T1_y2017_seqrunA_M
S2017t1_ED22-T1a-Female	ED-ED22-T1-F	y2017	seqrunA	ED	ED22	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED22-T1	y2017ED22	773	8/3/17	ED22T1	120	1	ED22_T1_y2017_seqrunA	ED22_T1_y2017_seqrunA_F
S2017t1_ED22-T1a-Male	ED-ED22-T1-M	y2017	seqrunA	ED	ED22	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED22-T1	y2017ED22	774	8/3/17	ED22T1	121	1	ED22_T1_y2017_seqrunA	ED22_T1_y2017_seqrunA_M
S2017t1_ED22-T1b-Female	ED-ED22-T1-F	y2017	seqrunA	ED	ED22	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED22-T1	y2017ED22	775	8/3/17	ED22T1	122	1	ED22_T1_y2017_seqrunA	ED22_T1_y2017_seqrunA_F
S2017t1_ED22-T1b-Male	ED-ED22-T1-M	y2017	seqrunA	ED	ED22	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED22-T1	y2017ED22	776	8/3/17	ED22T1	123	1	ED22_T1_y2017_seqrunA	ED22_T1_y2017_seqrunA_M
S2017t1_ED24-T1a-Female	ED-ED24-T1-F	y2017	seqrunA	ED	ED24	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED24-T1	y2017ED24	777	8/3/17	ED24T1	124	1	ED24_T1_y2017_seqrunA	ED24_T1_y2017_seqrunA_F
S2017t1_ED24-T1a-Male	ED-ED24-T1-M	y2017	seqrunA	ED	ED24	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED24-T1	y2017ED24	778	8/3/17	ED24T1	125	1	ED24_T1_y2017_seqrunA	ED24_T1_y2017_seqrunA_M
S2017t1_ED24-T1b-Female	ED-ED24-T1-F	y2017	seqrunA	ED	ED24	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED24-T1	y2017ED24	779	8/3/17	ED24T1	126	1	ED24_T1_y2017_seqrunA	ED24_T1_y2017_seqrunA_F
S2017t1_ED24-T1b-Male	ED-ED24-T1-M	y2017	seqrunA	ED	ED24	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED24-T1	y2017ED24	780	8/3/17	ED24T1	127	1	ED24_T1_y2017_seqrunA	ED24_T1_y2017_seqrunA_M
S2017t1_ED26-T1a-Male	ED-ED26-T1-M	y2017	seqrunA	ED	ED26	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED26-T1	y2017ED26	781	8/3/17	ED26T1	128	1	ED26_T1_y2017_seqrunA	ED26_T1_y2017_seqrunA_M
S2017t1_ED26-T1b-Male	ED-ED26-T1-M	y2017	seqrunA	ED	ED26	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED26-T1	y2017ED26	782	8/3/17	ED26T1	129	1	ED26_T1_y2017_seqrunA	ED26_T1_y2017_seqrunA_M
S2017t1_ED27-T1a-Female	ED-ED27-T1-F	y2017	seqrunA	ED	ED27	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED27-T1	y2017ED27	783	8/3/17	ED27T1	130	1	ED27_T1_y2017_seqrunA	ED27_T1_y2017_seqrunA_F
S2017t1_ED27-T1a-Male	ED-ED27-T1-M	y2017	seqrunA	ED	ED27	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED27-T1	y2017ED27	784	8/3/17	ED27T1	131	1	ED27_T1_y2017_seqrunA	ED27_T1_y2017_seqrunA_M
S2017t1_ED27-T1b-Female	ED-ED27-T1-F	y2017	seqrunA	ED	ED27	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED27-T1	y2017ED27	785	8/3/17	ED27T1	132	1	ED27_T1_y2017_seqrunA	ED27_T1_y2017_seqrunA_F
S2017t1_ED27-T1b-Male	ED-ED27-T1-M	y2017	seqrunA	ED	ED27	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED27-T1	y2017ED27	786	8/3/17	ED27T1	133	1	ED27_T1_y2017_seqrunA	ED27_T1_y2017_seqrunA_M
S2017t1_ED29-T1a-Female_B7D5_10a	ED-ED29-T1-F	y2017	seqrunA	ED	ED29	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED29-T1	y2017ED29	787	8/3/17	ED29T1	134	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_F
S2017t1_ED29-T1a-Female_B7D5_10e	ED-ED29-T1-F	y2017	seqrunA	ED	ED29	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED29-T1	y2017ED29	788	8/3/17	ED29T1	135	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_F
S2017t1_ED29-T1a-Male	ED-ED29-T1-M	y2017	seqrunA	ED	ED29	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED29-T1	y2017ED29	789	8/3/17	ED29T1	136	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_M
S2017t1_ED29-T1b-Female_B7D5_10b	ED-ED29-T1-F	y2017	seqrunA	ED	ED29	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED29-T1	y2017ED29	790	8/3/17	ED29T1	137	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_F
S2017t1_ED29-T1b-Female_B7D5_10f	ED-ED29-T1-F	y2017	seqrunA	ED	ED29	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED29-T1	y2017ED29	791	8/3/17	ED29T1	138	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_F
S2017t1_ED29-T1b-Male	ED-ED29-T1-M	y2017	seqrunA	ED	ED29	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED29-T1	y2017ED29	792	8/3/17	ED29T1	139	1	ED29_T1_y2017_seqrunA	ED29_T1_y2017_seqrunA_M
S2017t1_ED32-T1a-Female	ED-ED32-T1-F	y2017	seqrunA	ED	ED32	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED32-T1	y2017ED32	793	8/3/17	ED32T1	140	1	ED32_T1_y2017_seqrunA	ED32_T1_y2017_seqrunA_F
S2017t1_ED32-T1a-Male	ED-ED32-T1-M	y2017	seqrunA	ED	ED32	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED32-T1	y2017ED32	794	8/3/17	ED32T1	141	1	ED32_T1_y2017_seqrunA	ED32_T1_y2017_seqrunA_M
S2017t1_ED32-T1b-Female	ED-ED32-T1-F	y2017	seqrunA	ED	ED32	T1	2	F	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_F	y2017T1F	ED	dietpan	B	ED32-T1	y2017ED32	795	8/3/17	ED32T1	142	1	ED32_T1_y2017_seqrunA	ED32_T1_y2017_seqrunA_F
S2017t1_ED32-T1b-Male	ED-ED32-T1-M	y2017	seqrunA	ED	ED32	T1	2	M	8/3/17	plate5	SB7SD5	sample	labfood	1	T1	ED_T1	EDT1	na	y2017T1	T1_M	y2017T1M	ED	dietpan	B	ED32-T1	y2017ED32	796	8/3/17	ED32T1	143	1	ED32_T1_y2017_seqrunA	ED32_T1_y2017_seqrunA_M
S2016B_B4-T2-Male_B7C5_6c	B-B4-T2-M	y2017	seqrunA	B	B4	T2	3	M	9/27/17	plate8	SB7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B4-T2	y2017B4	683	9/27/17	B4T2	144	1	B4_T2_y2017_seqrunA	B4_T2_y2017_seqrunA_M
S2016B_B4-T2-Male_B7C5_6d	B-B4-T2-M	y2017	seqrunA	B	B4	T2	3	M	9/27/17	plate8	SB7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B4-T2	y2017B4	684	9/27/17	B4T2	145	1	B4_T2_y2017_seqrunA	B4_T2_y2017_seqrunA_M
S2017t2_B1-T2a-Female	B-B1-T2-F	y2017	seqrunA	B	B1	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_F	y2017T2F	B	dietpan	B	B1-T2	y2017B1	797	9/27/17	B1T2	146	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_F
S2017t2_B1-T2a-Male	B-B1-T2-M	y2017	seqrunA	B	B1	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B1-T2	y2017B1	798	9/27/17	B1T2	147	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_M
S2017t2_B1-T2a-Male_C7D5_7f	B-B1-T2-M	y2017	seqrunA	B	B1	T2	3	M	9/27/17	plate6	SC7SD5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B1-T2	y2017B1	799	9/27/17	B1T2	148	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_M
S2017t2_B1-T2b-Female	B-B1-T2-F	y2017	seqrunA	B	B1	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_F	y2017T2F	B	dietpan	B	B1-T2	y2017B1	800	9/27/17	B1T2	149	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_F
S2017t2_B1-T2b-Male	B-B1-T2-M	y2017	seqrunA	B	B1	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B1-T2	y2017B1	801	9/27/17	B1T2	150	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_M
S2017t2_B1-T2b-Male_C7C5_11f	B-B1-T2-M	y2017	seqrunA	B	B1	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B1-T2	y2017B1	802	9/27/17	B1T2	151	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_M
S2017t2_B1-T2c-Female	B-B1-T2-F	y2017	seqrunA	B	B1	T2	3	F	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_F	y2017T2F	B	dietpan	B	B1-T2	y2017B1	803	9/27/17	B1T2	152	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_F
S2017t2_B1-T2c-Male	B-B1-T2-M	y2017	seqrunA	B	B1	T2	3	M	9/27/17	plate6	SC7SC5	sample	labfood	2	T2	B_T2	BT2	na	y2017T2	T2_M	y2017T2M	B	dietpan	B	B1-T2	y2017B1	804	9/27/17	B1T2	153	1	B1_T2_y2017_seqrunA	B1_T2_y2017_seqrunA_M
