,E10_T1,E10_T2,E10_T3,E10_T4,E10_T5,E1_T1,E1_T2,E1_T3,E1_T4,E1_T5,E2_T1,E2_T2,E2_T3,E2_T4,E2_T5,E3_T1,E3_T2,E3_T3,E3_T4,E3_T5,E4_T1,E4_T2,E4_T3,E4_T4,E4_T5,E5_T1,E5_T2,E5_T3,E5_T4,E5_T5,E6_T1,E6_T2,E6_T3,E6_T4,E6_T5,E7_T1,E7_T2,E7_T3,E7_T4,E7_T5,E8_T1,E8_T2,E8_T3,E8_T4,E8_T5,E9_T1,E9_T2,E9_T3,E9_T4,E9_T5,F10_T1,F10_T2,F10_T4,F10_T5,F1_T1,F1_T2,F1_T3,F1_T4,F1_T5,F2_T1,F2_T2,F2_T3,F2_T4,F2_T5,F3_T1,F3_T2,F3_T3,F3_T4,F3_T5,F4_T1,F4_T2,F4_T3,F4_T4,F4_T5,F5_T1,F5_T2,F5_T3,F5_T4,F5_T5,F6_T1,F6_T2,F6_T3,F6_T4,F6_T5,F7_T1,F7_T2,F7_T4,F7_T5,F8_T1,F8_T2,F8_T4,F8_T5,F9_T1,F9_T2,F9_T4,F9_T5
E8_T4,0.011857177,0.012424036,0.012420863,0.019735922,0.015943109,0.013284906,0.012390059,0.014170962,0.017719832,0.013395517,0.014691693,0.01274329,0.012167549,0.013422174,0.023250936,0.013551329,0.014384336,0.012810876,0.012289978,0.013295734,0.014183035,0.015424404,0.013228606,0.014196057,0.017423971,0.013309055,0.013027073,0.013271662,0.011528358,0.017225836,0.013505757,0.0122026,0.01261794,0.012181767,0.012546829,0.011705721,0.012174128,0.012055978,0.019033015,0.015587772,0.01322536,0.013393763,0.01190085,NA,0.011214897,0.014527087,0.013684796,0.014856418,0.016790825,0.013734,0.012281976,0.012400477,0.012893916,0.017566125,0.013748506,0.0119252,0.013036518,0.014606035,0.015661349,0.013094272,0.01202602,0.010981991,0.014214166,0.016523011,0.012155587,0.014462012,0.012557848,0.013624466,0.019427116,0.012984501,0.011889649,0.01253854,0.017809813,0.033557793,0.01299446,0.012118192,0.011802865,0.017322091,0.062282036,0.011318041,0.012782689,0.012874903,0.032940053,0.027763053,0.014278209,0.012852277,0.022120128,0.025308648,0.012436629,0.012964815,0.016636413,0.017386297,0.015658207,0.013963866,0.012469855,0.013289395
E8_T5,0.003645112,0.002498887,0.003863374,0.009251848,0.008254968,0.003642167,0.003161918,0.003810022,0.010831323,0.005154769,0.004871582,0.00548654,0.003083156,0.003835015,0.011750135,0.003364453,0.003986207,0.004201603,0.002711869,0.003594121,0.003840459,0.004657611,0.004162286,0.003998183,0.005722725,0.00370138,0.002712736,0.003770779,0.003210176,0.005467538,0.003539184,0.002707148,0.004312043,0.003384769,0.003293707,0.002987791,0.004393133,0.0036685,0.011312149,0.006685141,0.003418465,0.003908063,0.003154711,0.011214897,NA,0.004189094,0.00329195,0.003502106,0.008180941,0.003643348,0.003274833,0.004417386,0.003765444,0.008644762,0.003821149,0.003771317,0.003774266,0.008611186,0.007109851,0.003063738,0.003787458,0.00310908,0.008446568,0.006950875,0.003363059,0.003400312,0.002731783,0.006935287,0.00931481,0.003568594,0.003832033,0.003307497,0.010264228,0.02547976,0.003287319,0.004028068,0.002813727,0.012124605,0.055837696,0.003404314,0.003448521,0.003783602,0.022175899,0.021274511,0.00366368,0.003488769,0.012525639,0.014609491,0.003393204,0.004489287,0.007587182,0.008979395,0.007311644,0.004759469,0.003917085,0.005677332
E9_T1,0.003938478,0.002745398,0.00349672,0.00903794,0.009527438,0.00259296,0.002911444,0.003084725,0.010666132,0.004804279,0.00303332,0.00631709,0.001995169,0.003237685,0.011973839,0.003495044,0.003082373,0.00422634,0.002696444,0.004477535,0.002923248,0.003427737,0.004540135,0.004296542,0.004755677,0.002439168,0.002504449,0.002992617,0.003250349,0.005441758,0.002954765,0.003014698,0.004333219,0.004897956,0.004417648,0.003563901,0.003648853,0.003417445,0.010455795,0.007530207,0.003390335,0.004532138,0.003816523,0.014527087,0.004189094,NA,0.001796747,0.002385425,0.009523763,0.004502956,0.002868797,0.004462623,0.003999282,0.009227222,0.002881533,0.004514341,0.004295169,0.01039761,0.008843922,0.002856234,0.005224278,0.004383682,0.010838678,0.009044618,0.003187394,0.003117619,0.002952326,0.009213408,0.010930211,0.003050479,0.004586823,0.004432472,0.013777693,0.029405941,0.00339367,0.004620945,0.003163093,0.015331356,0.058173392,0.002504906,0.003538732,0.004219938,0.023602983,0.023098518,0.003301702,0.003076631,0.01440787,0.016708911,0.003245885,0.004751035,0.008117842,0.010517644,0.006321244,0.003925661,0.005119726,0.006476169
E9_T2,0.003032989,0.00239102,0.003436078,0.00887312,0.008681862,0.002543824,0.002062882,0.002014428,0.010978881,0.0045759,0.003235693,0.005490533,0.002318605,0.003406053,0.010751518,0.003170995,0.003532439,0.004115978,0.002429375,0.003555503,0.002887346,0.003567047,0.002820625,0.004192353,0.004174915,0.001618432,0.001880693,0.002142189,0.003339148,0.005901397,0.003087075,0.002851704,0.004468003,0.003873478,0.003795049,0.003445645,0.003876676,0.002493432,0.011058155,0.006496602,0.003395466,0.004542771,0.003109433,0.013684796,0.00329195,0.001796747,NA,0.002212373,0.010206457,0.004240964,0.002103505,0.003975909,0.004205753,0.008011257,0.002491435,0.004009168,0.002773147,0.009483913,0.007804744,0.00276875,0.004140485,0.003118541,0.008681555,0.008722789,0.002691769,0.003043054,0.002359282,0.007619792,0.010571234,0.00271816,0.003413952,0.003837445,0.011142764,0.027986441,0.002264859,0.003872246,0.002433314,0.013291954,0.057027292,0.001969778,0.003200788,0.003726614,0.02223146,0.022298489,0.002840488,0.002696451,0.013576432,0.015081716,0.002890674,0.004120217,0.008008651,0.009840254,0.005287334,0.003223714,0.004262472,0.005345667
E9_T3,0.004005008,0.002751583,0.004260625,0.008535003,0.009983443,0.003305271,0.002835056,0.003506204,0.012077181,0.005187906,0.004377565,0.006471945,0.002897337,0.004044248,0.010418495,0.003939284,0.004009538,0.004401998,0.003377921,0.003850644,0.00459264,0.005115887,0.004363966,0.005303611,0.005407381,0.003307182,0.003136449,0.003133192,0.003537168,0.004721156,0.004103101,0.003844467,0.005318166,0.005144858,0.005034381,0.00397454,0.004566428,0.003172065,0.011624803,0.007941465,0.003791641,0.004540854,0.003640376,0.014856418,0.003502106,0.002385425,0.002212373,NA,0.008588158,0.004567041,0.003384021,0.005273276,0.005079767,0.009855456,0.003427908,0.0043519,0.004439928,0.009924392,0.008873863,0.003656313,0.005211587,0.004110187,0.010349361,0.009724232,0.004295207,0.003952736,0.003117621,0.008311437,0.010350985,0.003602468,0.004828711,0.004928207,0.013330554,0.02970251,0.003297252,0.005231186,0.003450932,0.015135522,0.058573944,0.00304594,0.00414234,0.004201157,0.024884055,0.023581966,0.004068373,0.003715009,0.015018229,0.016638691,0.003809182,0.005445763,0.009201458,0.011136912,0.006737553,0.004553709,0.005466419,0.00649185
E9_T4,0.010077456,0.008494524,0.009147818,0.014042552,0.015178908,0.009319675,0.009131697,0.010368501,0.015955264,0.011198155,0.010905348,0.010356981,0.00916094,0.008994906,0.015651762,0.009291025,0.010011516,0.009030092,0.008749638,0.009101374,0.010636381,0.011577086,0.010161038,0.010049849,0.012162527,0.009593524,0.009053654,0.009864544,0.008691307,0.009661567,0.009554493,0.008317569,0.009188451,0.009288919,0.009870246,0.007972086,0.009220384,0.009035029,0.015421713,0.014196179,0.009437277,0.009336756,0.010090502,0.016790825,0.008180941,0.009523763,0.010206457,0.008588158,NA,0.00956692,0.009067507,0.009822019,0.009363253,0.013770175,0.009904727,0.008948508,0.0099905,0.014785664,0.013458216,0.008840417,0.009733036,0.009572983,0.014971529,0.013012397,0.009532973,0.009961198,0.008328274,0.013228396,0.014767023,0.00966932,0.01031483,0.009093618,0.016950069,0.035435216,0.009745006,0.01088336,0.009096752,0.016405958,0.063069049,0.008510693,0.009182229,0.009145033,0.029399845,0.027604251,0.010555077,0.009828309,0.018533967,0.018971293,0.009274091,0.010843469,0.013609139,0.01523295,0.012637522,0.010227885,0.009979773,0.01041301
E9_T5,0.005079195,0.003964982,0.005163753,0.009219746,0.009042651,0.005322334,0.0039709,0.004855699,0.012805908,0.006018215,0.00515512,0.007660929,0.004445879,0.005862921,0.011078103,0.004729606,0.005182617,0.006130732,0.004705772,0.004796923,0.005708309,0.006535573,0.005548035,0.005925476,0.00665887,0.005319503,0.003587997,0.004862548,0.005111922,0.006558209,0.004423575,0.0037905,0.006364852,0.004869506,0.004867467,0.00481964,0.006237288,0.004210171,0.013482154,0.007664433,0.004636014,0.006997889,0.005434818,0.013734,0.003643348,0.004502956,0.004240964,0.004567041,0.00956692,NA,0.004338716,0.006095524,0.006152057,0.010706453,0.004296911,0.005862526,0.00466678,0.011457261,0.00853384,0.004272181,0.005130605,0.004545474,0.010604279,0.009235921,0.004252283,0.004878328,0.003780539,0.009905006,0.010555408,0.004179689,0.00474347,0.005370385,0.012470761,0.026699153,0.004795157,0.005110037,0.003955659,0.013597462,0.059436921,0.005176518,0.004079904,0.004927821,0.025313785,0.025601015,0.004905942,0.004274121,0.014803777,0.013583417,0.004760651,0.00526475,0.010031258,0.011555384,0.007844947,0.006037865,0.006027774,0.00797964
F10_T1,0.0015454,0.001979814,0.002761406,0.008563606,0.008204096,0.001827336,0.001205784,0.00215881,0.010664328,0.003945758,0.002142551,0.004966131,0.001941611,0.003024842,0.009525509,0.002167623,0.003000763,0.003953855,0.002402112,0.002707566,0.002486179,0.002971373,0.002491796,0.00319402,0.004185806,0.001974729,0.001773471,0.0025054,0.002746366,0.006496726,0.00144881,0.002001456,0.00412693,0.003037055,0.002865769,0.002130224,0.003870251,0.00193661,0.011454283,0.006095907,0.002026346,0.004379695,0.003733038,0.012281976,0.003274833,0.002868797,0.002103505,0.003384021,0.009067507,0.004338716,NA,0.002330965,0.003605945,0.008309962,0.001407769,0.001936595,0.001491868,0.008500818,0.005913963,0.001144582,0.002265331,0.00174488,0.008361816,0.00754738,0.001042777,0.00250923,0.001594266,0.007181643,0.007328096,0.001352249,0.001785126,0.002147887,0.010433131,0.025830582,0.001459202,0.001685219,0.001125356,0.011433051,0.053831043,0.001086032,0.00154671,0.001838998,0.021455189,0.022021127,0.001652156,0.001304553,0.013643648,0.01361325,0.001029975,0.001984954,0.007405154,0.009036785,0.0037766,0.002127033,0.00330358,0.004563138
F10_T2,0.003447058,0.003366662,0.003237673,0.010449795,0.009159441,0.003646295,0.003250619,0.004565823,0.011286749,0.004139409,0.004724259,0.0068039,0.00297467,0.003801744,0.011688817,0.004541112,0.005062029,0.00517238,0.003784739,0.00528836,0.004429432,0.004047746,0.003740626,0.00304453,0.005622371,0.004034738,0.003006822,0.003619601,0.003450064,0.007971727,0.00293174,0.003280026,0.004465263,0.003552915,0.005028172,0.004061216,0.004811432,0.003336939,0.013364469,0.007251492,0.00405274,0.005589478,0.004778588,0.012400477,0.004417386,0.004462623,0.003975909,0.005273276,0.009822019,0.006095524,0.002330965,NA,0.004082368,0.010667201,0.003045234,0.003139678,0.002786806,0.010355881,0.006678232,0.002315455,0.003557691,0.003354285,0.011044952,0.008446259,0.002579452,0.003861882,0.003285341,0.00890371,0.008426482,0.003176357,0.002741393,0.00302769,0.012023272,0.027578269,0.003827481,0.003518758,0.002423047,0.012691799,0.053744615,0.002403816,0.003683744,0.003096292,0.02288829,0.024208596,0.003721024,0.003158814,0.015904403,0.014424373,0.002920671,0.002820782,0.008229949,0.009437878,0.005577812,0.003072881,0.004822129,0.005327597
F10_T4,0.004711204,0.003233592,0.003635957,0.010193707,0.008946678,0.003818356,0.00340376,0.004188828,0.009853928,0.005118956,0.004346555,0.006285527,0.003162724,0.003142004,0.011829547,0.003437113,0.003772854,0.00451962,0.002747256,0.00427735,0.002979208,0.003554422,0.004429793,0.003855352,0.005706327,0.004299786,0.002843798,0.004426635,0.003937924,0.006616811,0.003509197,0.003033035,0.002910042,0.002852092,0.003879177,0.00300514,0.003927338,0.00401047,0.008885326,0.00849482,0.003443728,0.004997011,0.003812697,0.012893916,0.003765444,0.003999282,0.004205753,0.005079767,0.009363253,0.006152057,0.003605945,0.004082368,NA,0.008087134,0.004155289,0.003587557,0.004154139,0.007545423,0.006083548,0.004156546,0.004002081,0.003624034,0.008933318,0.005738101,0.003785671,0.004254252,0.00288264,0.006685129,0.009871504,0.004426741,0.004118082,0.002858292,0.01006836,0.027066547,0.004818024,0.004149749,0.003524079,0.010258781,0.055222474,0.003420205,0.003171187,0.003365391,0.021269543,0.019599578,0.0044089,0.003917953,0.01225561,0.013324961,0.00345786,0.004419843,0.006478434,0.007810336,0.007685632,0.004344287,0.002762198,0.004513653
F10_T5,0.01025874,0.00790221,0.007908743,0.014064806,0.014761813,0.007663746,0.007716187,0.009241534,0.01712845,0.009546307,0.009837583,0.007745036,0.009430005,0.008796603,0.01687575,0.00716963,0.007931037,0.006858521,0.006850672,0.007417388,0.00786311,0.010664284,0.007939431,0.010353649,0.009462921,0.007609347,0.008702319,0.007745333,0.008523374,0.010646052,0.008291507,0.007589123,0.007846952,0.007738518,0.008446327,0.008578234,0.007920984,0.006487331,0.012722059,0.015542322,0.0078438,0.007622802,0.007947382,0.017566125,0.008644762,0.009227222,0.008011257,0.009855456,0.013770175,0.010706453,0.008309962,0.010667201,0.008087134,NA,0.007640279,0.009145574,0.007318813,0.013426327,0.014290219,0.008335149,0.009588188,0.008578861,0.011874233,0.013091879,0.008662787,0.008139255,0.005784035,0.011544593,0.016129492,0.008558949,0.010777006,0.008104589,0.016737156,0.032140646,0.008162267,0.009662642,0.007058762,0.015469596,0.059516963,0.006843233,0.008757252,0.00735054,0.025185362,0.023159402,0.008055505,0.008188662,0.014195689,0.018949746,0.008586971,0.0128428,0.010955699,0.012977001,0.007920052,0.009044775,0.006922069,0.007770816
F1_T1,0.003350439,0.002540105,0.003303608,0.008489837,0.009398956,0.001724367,0.001369142,0.002596434,0.010952067,0.003864803,0.00225998,0.005032021,0.00267008,0.00357784,0.009375693,0.002530537,0.002928262,0.00366072,0.002364385,0.003407986,0.00267148,0.003166097,0.002537051,0.003473555,0.004100368,0.002395136,0.002144098,0.002683987,0.003240886,0.005741811,0.001570758,0.002335867,0.004032005,0.002987022,0.003758485,0.003442762,0.003662628,0.002117203,0.011408288,0.007323849,0.001983166,0.004789658,0.003731362,0.013748506,0.003821149,0.002881533,0.002491435,0.003427908,0.009904727,0.004296911,0.001407769,0.003045234,0.004155289,0.007640279,NA,0.002918984,0.001893854,0.010086683,0.007771831,0.001859135,0.003238515,0.002307202,0.01020781,0.008612852,0.001734434,0.002416325,0.001852378,0.008701332,0.008497355,0.001877776,0.003736205,0.002941338,0.013603088,0.027576946,0.002034882,0.003067212,0.001646514,0.013148241,0.057790495,0.00125265,0.002662974,0.002305126,0.020267521,0.023353218,0.002153618,0.001497642,0.014183462,0.013987991,0.001665936,0.003630503,0.007824383,0.010621594,0.004180433,0.002503256,0.004021554,0.005585549
F1_T2,0.00326744,0.003194047,0.003293515,0.008212869,0.008563176,0.003144384,0.002656528,0.004155662,0.01118371,0.004517283,0.003420197,0.005012945,0.002625612,0.003114086,0.010087382,0.003965315,0.004448652,0.004222386,0.003821494,0.004631837,0.004266077,0.004699583,0.003967214,0.004280889,0.006401058,0.004017316,0.003026755,0.003357782,0.003464347,0.006033655,0.002930331,0.002979193,0.004318531,0.003858397,0.004265387,0.003540655,0.002932377,0.003122427,0.012487853,0.007009073,0.003634523,0.003902769,0.003918158,0.0119252,0.003771317,0.004514341,0.004009168,0.0043519,0.008948508,0.005862526,0.001936595,0.003139678,0.003587557,0.009145574,0.002918984,NA,0.003241577,0.007972551,0.006735824,0.002749147,0.002955366,0.002133779,0.008705421,0.008114934,0.002716856,0.004822753,0.00245442,0.006810138,0.007571031,0.003542969,0.003489839,0.002640345,0.010794757,0.026860298,0.003302537,0.002966783,0.002427582,0.012427556,0.054557442,0.002344209,0.002840722,0.002389677,0.02130418,0.021833697,0.003926545,0.002880731,0.014999973,0.015546302,0.002998853,0.00346286,0.008859486,0.008996458,0.005487152,0.003452698,0.003821716,0.004252487
F1_T3,0.002570168,0.002985136,0.003247313,0.009702051,0.00875091,0.002808851,0.002219522,0.003507434,0.010799391,0.004235874,0.002995435,0.005088606,0.003316051,0.003753495,0.010649901,0.003195095,0.003807844,0.004407419,0.002713456,0.003236392,0.003542068,0.003490363,0.002166764,0.003150065,0.003992793,0.00332441,0.00258708,0.002775102,0.003123203,0.007180975,0.002325027,0.002528589,0.004537458,0.002822698,0.003572206,0.003260423,0.004071387,0.002295905,0.012051951,0.006350066,0.002415973,0.00502953,0.004057412,0.013036518,0.003774266,0.004295169,0.002773147,0.004439928,0.0099905,0.00466678,0.001491868,0.002786806,0.004154139,0.007318813,0.001893854,0.003241577,NA,0.009341907,0.006225716,0.001897795,0.002690489,0.002319328,0.009296939,0.007772053,0.002101279,0.003356604,0.001809796,0.007727691,0.007794184,0.003073542,0.002736957,0.002752746,0.010498031,0.025207556,0.002452139,0.002410221,0.001572619,0.011326732,0.055610285,0.002004659,0.002077974,0.002546476,0.021882752,0.023385774,0.002471541,0.002623939,0.012654388,0.012956497,0.001842117,0.003222561,0.007857391,0.009417502,0.004204088,0.002467754,0.00359586,0.004927541
F1_T4,0.007720726,0.008554094,0.009252775,0.014607231,0.012930904,0.010131115,0.00791789,0.009431241,0.015259854,0.010851933,0.010659709,0.010021935,0.008892465,0.009323668,0.018609376,0.009504683,0.010728895,0.010822695,0.008764995,0.009205262,0.009075753,0.009842338,0.009266583,0.010510742,0.011825836,0.009755111,0.008790614,0.00906693,0.010039936,0.013480991,0.009526429,0.008769961,0.008974945,0.008344426,0.008093253,0.007981873,0.009213715,0.008720436,0.014828007,0.013765299,0.009371032,0.008682034,0.008496925,0.014606035,0.008611186,0.01039761,0.009483913,0.009924392,0.014785664,0.011457261,0.008500818,0.010355881,0.007545423,0.013426327,0.010086683,0.007972551,0.009341907,NA,0.011106337,0.009768469,0.00843949,0.008591034,0.007444841,0.011627366,0.010058498,0.009665313,0.008660643,0.003615119,0.015260738,0.00975605,0.009535172,0.008436171,0.01055627,0.027249248,0.009494794,0.008633714,0.008992461,0.013467353,0.061251874,0.008548527,0.008876547,0.008880409,0.025714903,0.019504469,0.009893546,0.009941705,0.014478414,0.01975721,0.01005996,0.009832912,0.012937872,0.013140422,0.0137373,0.010142452,0.007244858,0.009092814
F1_T5,0.006303421,0.00647649,0.008038982,0.013327189,0.009475529,0.007993818,0.006911591,0.008128059,0.013959205,0.008496471,0.00718345,0.010657796,0.006901135,0.007695028,0.016224826,0.006169645,0.007858338,0.008993287,0.00662912,0.006833713,0.007286845,0.007294875,0.007930395,0.006558023,0.009526293,0.008505162,0.006244219,0.009089678,0.007696371,0.011779206,0.006528706,0.006385335,0.00832751,0.005863603,0.008311061,0.004812587,0.009076684,0.007383544,0.015049245,0.008769971,0.006792727,0.008912331,0.007178836,0.015661349,0.007109851,0.008843922,0.007804744,0.008873863,0.013458216,0.00853384,0.005913963,0.006678232,0.006083548,0.014290219,0.007771831,0.006735824,0.006225716,0.011106337,NA,0.006066504,0.005952182,0.005921166,0.010140503,0.00670701,0.006278858,0.007781575,0.007004286,0.011109862,0.009100965,0.007419609,0.005425175,0.006089769,0.010717233,0.026717785,0.007907795,0.005634245,0.00582043,0.012150178,0.053394485,0.007511708,0.005316585,0.005786151,0.025742414,0.02257426,0.007195635,0.00692625,0.016381576,0.014142248,0.006223036,0.004961623,0.011559434,0.009338151,0.011801714,0.008722678,0.006392919,0.008843178
F2_T1,0.002344296,0.001880603,0.002847915,0.009428314,0.008834066,0.002303575,0.001719466,0.003316345,0.010950814,0.004328957,0.003118466,0.005224326,0.002543611,0.003681507,0.009971114,0.002458439,0.002786717,0.004001471,0.002438455,0.003109244,0.00281052,0.003185456,0.002868932,0.002277279,0.003946309,0.002558277,0.00191162,0.002900842,0.00273306,0.00591784,0.001330485,0.001758226,0.004321256,0.002861498,0.003664958,0.002353857,0.004400003,0.002328349,0.01180547,0.005993222,0.00244396,0.003558066,0.003651117,0.013094272,0.003063738,0.002856234,0.00276875,0.003656313,0.008840417,0.004272181,0.001144582,0.002315455,0.004156546,0.008335149,0.001859135,0.002749147,0.001897795,0.009768469,0.006066504,NA,0.002833025,0.002549306,0.009709107,0.007982718,0.001482434,0.002263575,0.001996052,0.008553922,0.006894616,0.001769718,0.002605684,0.002730146,0.011736262,0.02748894,0.001892951,0.002361199,0.001442106,0.011824206,0.05618019,0.001938079,0.001996566,0.002334721,0.021982438,0.022744094,0.001693014,0.00149933,0.013827647,0.01322219,0.00137802,0.002538365,0.007862049,0.009369919,0.004712766,0.00259164,0.003903922,0.00567908
F2_T2,0.003040973,0.003044536,0.004513595,0.009695124,0.008574223,0.004015601,0.002947928,0.004493982,0.011668051,0.005198314,0.004534447,0.005866172,0.003621332,0.004598113,0.011340351,0.003508865,0.004778833,0.00580888,0.003711818,0.003744994,0.004043231,0.004622006,0.003932355,0.004265616,0.005885804,0.00411489,0.002531478,0.004516906,0.004173221,0.007556903,0.002967318,0.002636585,0.004787672,0.003038405,0.003989157,0.002540153,0.005383159,0.003544873,0.012283673,0.006244626,0.003130208,0.005715546,0.004541854,0.01202602,0.003787458,0.005224278,0.004140485,0.005211587,0.009733036,0.005130605,0.002265331,0.003557691,0.004002081,0.009588188,0.003238515,0.002955366,0.002690489,0.00843949,0.005952182,0.002833025,NA,0.002830473,0.008341247,0.007151381,0.002836334,0.003530408,0.002349813,0.007450912,0.007993903,0.00337688,0.002423104,0.002953396,0.009264787,0.02624849,0.003167397,0.002714982,0.002584903,0.01004004,0.056462525,0.003037361,0.001995959,0.002751936,0.023528117,0.02179316,0.003665359,0.00298849,0.013761605,0.01365757,0.002746723,0.002483845,0.008213971,0.008720944,0.005708809,0.003403046,0.004335051,0.005414185
F2_T3,0.002789269,0.003084116,0.003379923,0.008376307,0.007137518,0.002484929,0.001887479,0.002865332,0.009759716,0.004455343,0.002519733,0.004624549,0.002845747,0.003106555,0.009373214,0.002697386,0.003207979,0.004015691,0.002803851,0.003797505,0.003657421,0.004340157,0.003046483,0.004222452,0.005190219,0.003413904,0.002746263,0.003570926,0.003158779,0.006293957,0.002805221,0.002470303,0.004282619,0.002877508,0.003940269,0.003077557,0.00327365,0.00247304,0.011080149,0.006359034,0.002907942,0.004500098,0.003111829,0.010981991,0.00310908,0.004383682,0.003118541,0.004110187,0.009572983,0.004545474,0.00174488,0.003354285,0.003624034,0.008578861,0.002307202,0.002133779,0.002319328,0.008591034,0.005921166,0.002549306,0.002830473,NA,0.007914753,0.007343571,0.002351377,0.004223198,0.002118184,0.0071524,0.008205737,0.00278397,0.00251564,0.002376598,0.010493921,0.026791574,0.002578296,0.002654544,0.002008714,0.011276904,0.054124384,0.001786168,0.002448208,0.002289849,0.020871111,0.021918683,0.003054206,0.002499456,0.014586947,0.014580229,0.001822916,0.003358401,0.00755631,0.009195018,0.005237481,0.003005971,0.003299787,0.004574065
F2_T4,0.008349003,0.00821369,0.009884261,0.016039037,0.011236528,0.010803915,0.008422684,0.009798349,0.016017456,0.011241309,0.010181531,0.009392919,0.009748671,0.009829436,0.016229455,0.009032721,0.009703007,0.010003188,0.008683624,0.008495866,0.010274217,0.01104092,0.009370357,0.011069626,0.012025652,0.00929551,0.009106853,0.009484048,0.009385054,0.01280047,0.009952852,0.008906689,0.010376315,0.008730671,0.009472661,0.007607683,0.009271297,0.007885304,0.015136532,0.012960687,0.009831952,0.008933869,0.008099651,0.014214166,0.008446568,0.010838678,0.008681555,0.010349361,0.014971529,0.010604279,0.008361816,0.011044952,0.008933318,0.011874233,0.01020781,0.008705421,0.009296939,0.007444841,0.010140503,0.009709107,0.008341247,0.007914753,NA,0.011083156,0.00988471,0.009876212,0.008189664,0.006541851,0.014765006,0.010136021,0.008665494,0.008727254,0.008971707,0.028757587,0.009158184,0.008518561,0.007977032,0.012780989,0.058923422,0.008922113,0.008456812,0.008510728,0.028159148,0.021442075,0.009283335,0.009599952,0.014767544,0.018502203,0.009638671,0.010799854,0.012781412,0.012915825,0.013794455,0.011415751,0.007629529,0.009284441
F2_T5,0.008574462,0.006699227,0.008648209,0.014234716,0.011525276,0.0088028,0.008149539,0.008751948,0.014037947,0.009498189,0.009142508,0.010766112,0.007584148,0.007518776,0.017258975,0.006928905,0.008098845,0.009488205,0.006490615,0.007403829,0.007208932,0.008127936,0.008590758,0.00740694,0.010276729,0.009080608,0.006528735,0.009127471,0.007820167,0.011146709,0.007512363,0.00672908,0.007303834,0.00628047,0.007007605,0.005941701,0.009820898,0.008104036,0.013040162,0.01009839,0.008204523,0.009123924,0.008025929,0.016523011,0.006950875,0.009044618,0.008722789,0.009724232,0.013012397,0.009235921,0.00754738,0.008446259,0.005738101,0.013091879,0.008612852,0.008114934,0.007772053,0.011627366,0.00670701,0.007982718,0.007151381,0.007343571,0.011083156,NA,0.007454473,0.008418188,0.007032311,0.009912635,0.012363094,0.008356592,0.006697822,0.006335957,0.010265413,0.028485724,0.009079673,0.007767639,0.007235482,0.012884093,0.057514588,0.008372698,0.00666345,0.007058933,0.02513284,0.025234206,0.008988707,0.008174103,0.015925231,0.014491872,0.007179194,0.007019974,0.010130273,0.007384049,0.01245389,0.009192061,0.005813259,0.008412648
F3_T1,0.002474851,0.002232433,0.002661851,0.008372554,0.008528818,0.001746642,0.001751436,0.003058261,0.010481686,0.004281876,0.002497927,0.005391755,0.00229505,0.003394694,0.010903213,0.002381228,0.003379981,0.003684888,0.002307464,0.003195922,0.002546322,0.003164188,0.002854853,0.003086742,0.004720502,0.002837331,0.002143857,0.003034074,0.002980507,0.006372064,0.001445548,0.002174426,0.004336736,0.003213161,0.003519223,0.002489045,0.003782131,0.002479041,0.01097348,0.005756405,0.002452979,0.004571558,0.003768104,0.012155587,0.003363059,0.003187394,0.002691769,0.004295207,0.009532973,0.004252283,0.001042777,0.002579452,0.003785671,0.008662787,0.001734434,0.002716856,0.002101279,0.010058498,0.006278858,0.001482434,0.002836334,0.002351377,0.00988471,0.007454473,NA,0.002921225,0.002129693,0.008574579,0.008363055,0.001356841,0.002551349,0.002650864,0.012470482,0.026474062,0.002214182,0.002617583,0.00161556,0.012139396,0.055853727,0.001607774,0.001916679,0.00212735,0.020824995,0.02270945,0.002479009,0.001511556,0.014196185,0.014264618,0.001382562,0.002746486,0.007351046,0.009621713,0.004398671,0.002613074,0.003682932,0.005336069
F3_T2,0.003563233,0.0025533,0.004144655,0.009934067,0.010768467,0.00329225,0.00252715,0.002804215,0.013044869,0.005307502,0.004147412,0.006118456,0.003534624,0.0051166,0.011036623,0.003011525,0.003438624,0.004387084,0.002918788,0.00377454,0.002380355,0.003738521,0.003667131,0.003612969,0.004482333,0.002643568,0.002206329,0.003467528,0.004135244,0.007491462,0.002135591,0.002421302,0.004152866,0.003478956,0.003541963,0.003228207,0.005492746,0.003443697,0.011326142,0.007959944,0.002842908,0.004527532,0.00456608,0.014462012,0.003400312,0.003117619,0.003043054,0.003952736,0.009961198,0.004878328,0.00250923,0.003861882,0.004254252,0.008139255,0.002416325,0.004822753,0.003356604,0.009665313,0.007781575,0.002263575,0.003530408,0.004223198,0.009876212,0.008418188,0.002921225,NA,0.002622192,0.008424321,0.009808619,0.002243963,0.003853749,0.003743145,0.012193968,0.027262837,0.002483732,0.003239433,0.00257993,0.012109449,0.060665573,0.003009962,0.003181971,0.003453525,0.019935191,0.022010085,0.001662844,0.002280467,0.013107558,0.013453405,0.00301375,0.004328772,0.008019922,0.009258729,0.006132475,0.002818831,0.003907994,0.005969638
